 0.5 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 0.6 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 0.7 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 0.8 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 0.9 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 1.0 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 1.1 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 1.2 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 1.3 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 1.4 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 1.5 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 1.6 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 1.7 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 1.8 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 1.9 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 2.0 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 2.1 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 2.2 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 2.3 0.11210E-42  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 2.4 0.60336E-34  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 2.5 0.11426E-26  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 2.6 0.10825E-20  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 2.7 0.80367E-16  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 2.8 0.51419E-12  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 2.9 0.46980E-09  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 3.0 0.73183E-07  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 3.1 0.25559E-05  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 3.2 0.25668E-04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 3.3 0.10412E-03  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 3.4 0.22780E-03  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 3.5 0.36291E-03  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 3.6 0.50167E-03  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 3.7 0.64045E-03  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 3.8 0.78203E-03  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 3.9 0.91814E-03  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 4.0 0.10598E-02  0.90664E-42  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 4.1 0.11955E-02  0.17155E-35  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 4.2 0.13341E-02  0.66541E-30  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 4.3 0.14774E-02  0.63406E-25  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 4.4 0.16136E-02  0.10607E-20  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 4.5 0.17532E-02  0.51592E-17  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 4.6 0.18935E-02  0.72394E-14  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 4.7 0.20338E-02  0.31594E-11  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
