 0.5 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 0.6 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 0.7 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 0.8 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 0.9 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 1.0 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 1.1 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 1.2 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 1.3 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 1.4 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 1.5 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 1.6 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 1.7 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 1.8 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 1.9 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 2.0 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 2.1 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 2.2 0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 2.3 0.63339E-42  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 2.4 0.34164E-33  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 2.5 0.65214E-26  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 2.6 0.62247E-20  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 2.7 0.46532E-15  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 2.8 0.29968E-11  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 2.9 0.27550E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 3.0 0.43166E-06  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 3.1 0.15160E-04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 3.2 0.15305E-03  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 3.3 0.62400E-03  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 3.4 0.13718E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 3.5 0.21953E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 3.6 0.30469E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 3.7 0.39037E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 3.8 0.47816E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 3.9 0.56295E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 4.0 0.65141E-02  0.55758E-41  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 4.1 0.73640E-02  0.10583E-34  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 4.2 0.82331E-02  0.41173E-29  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 4.3 0.91329E-02  0.39332E-24  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 4.4 0.99890E-02  0.66015E-20  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 4.5 0.10867E-01  0.32195E-16  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 4.6 0.11749E-01  0.45293E-13  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
 4.7 0.12632E-01  0.19816E-10  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
