 0.1000000E+00 -0.1000000E-10  0.9073501E-01
 0.1000000E+00 -0.9120109E-11  0.9070428E-01
 0.1000000E+00 -0.8317639E-11  0.9066567E-01
 0.1000000E+00 -0.7585777E-11  0.9061813E-01
 0.1000000E+00 -0.6918312E-11  0.9055807E-01
 0.1000000E+00 -0.6309576E-11  0.9048586E-01
 0.1000000E+00 -0.5754403E-11  0.9040708E-01
 0.1000000E+00 -0.5248078E-11  0.9030842E-01
 0.1000000E+00 -0.4786304E-11  0.9018116E-01
 0.1000000E+00 -0.4365162E-11  0.9006085E-01
 0.1000000E+00 -0.3981075E-11  0.8988766E-01
 0.1000000E+00 -0.3630784E-11  0.8971157E-01
 0.1000000E+00 -0.3311315E-11  0.8950830E-01
 0.1000000E+00 -0.3162278E-11  0.8938497E-01
 0.1000000E+00 -0.3019948E-11  0.8927369E-01
 0.1000000E+00 -0.2884032E-11  0.8914288E-01
 0.1000000E+00 -0.2754226E-11  0.8899360E-01
 0.1000000E+00 -0.2630268E-11  0.8884379E-01
 0.1000000E+00 -0.2511884E-11  0.8868705E-01
 0.1000000E+00 -0.2398834E-11  0.8848858E-01
 0.1000000E+00 -0.2290866E-11  0.8829993E-01
 0.1000000E+00 -0.2187762E-11  0.8812802E-01
 0.1000000E+00 -0.2089295E-11  0.8794153E-01
 0.1000000E+00 -0.1995263E-11  0.8776482E-01
 0.1000000E+00 -0.1905460E-11  0.8758096E-01
 0.1000000E+00 -0.1819702E-11  0.8736577E-01
 0.1000000E+00 -0.1737800E-11  0.8715588E-01
 0.1000000E+00 -0.1659588E-11  0.8685931E-01
 0.1000000E+00 -0.1584892E-11  0.8663648E-01
 0.1000000E+00 -0.1513562E-11  0.8629002E-01
 0.1000000E+00 -0.1445439E-11  0.8604954E-01
 0.1000000E+00 -0.1380385E-11  0.8573328E-01
 0.1000000E+00 -0.1318256E-11  0.8539068E-01
 0.1000000E+00 -0.1258927E-11  0.8512528E-01
 0.1000000E+00 -0.1202264E-11  0.8478516E-01
 0.1000000E+00 -0.1148155E-11  0.8442745E-01
 0.1000000E+00 -0.1096478E-11  0.8415778E-01
 0.1000000E+00 -0.1047130E-11  0.8381505E-01
 0.1000000E+00 -0.1000000E-11  0.8337667E-01
 0.1000000E+00 -0.9772367E-12  0.8312546E-01
 0.1000000E+00 -0.9549916E-12  0.8290881E-01
 0.1000000E+00 -0.9332549E-12  0.8275682E-01
 0.1000000E+00 -0.9120109E-12  0.8258535E-01
 0.1000000E+00 -0.8912506E-12  0.8236139E-01
 0.1000000E+00 -0.8709628E-12  0.8218722E-01
