0.1000000E-10  0.2852670E+00
0.9120109E-11  0.2851823E+00
0.8317639E-11  0.2850773E+00
0.7585777E-11  0.2849641E+00
0.6918312E-11  0.2847995E+00
0.6309576E-11  0.2846158E+00
0.5754403E-11  0.2844179E+00
0.5248078E-11  0.2841858E+00
0.4786304E-11  0.2838303E+00
0.4365162E-11  0.2835082E+00
0.3981075E-11  0.2830276E+00
0.3630784E-11  0.2826168E+00
0.3311315E-11  0.2820669E+00
0.3162278E-11  0.2817855E+00
0.3019948E-11  0.2814454E+00
0.2884032E-11  0.2810793E+00
0.2754226E-11  0.2807492E+00
0.2630268E-11  0.2803548E+00
0.2511884E-11  0.2798689E+00
0.2398834E-11  0.2794644E+00
0.2290866E-11  0.2789659E+00
0.2187762E-11  0.2785239E+00
0.2089295E-11  0.2780728E+00
0.1995263E-11  0.2775424E+00
0.1905460E-11  0.2770970E+00
0.1819702E-11  0.2765546E+00
0.1737800E-11  0.2758603E+00
0.1659588E-11  0.2753359E+00
0.1584892E-11  0.2743749E+00
0.1513562E-11  0.2738054E+00
0.1445439E-11  0.2729905E+00
0.1380385E-11  0.2720179E+00
0.1318256E-11  0.2716098E+00
0.1258927E-11  0.2706528E+00
0.1202264E-11  0.2697227E+00
0.1148155E-11  0.2691089E+00
0.1096478E-11  0.2682905E+00
0.1047130E-11  0.2668635E+00
0.1000000E-11  0.2657525E+00
0.9772367E-12  0.2655024E+00
0.9549916E-12  0.2652029E+00
0.9332549E-12  0.2647241E+00
0.9120109E-12  0.2637615E+00
0.8912506E-12  0.2631995E+00
0.8709628E-12  0.2622332E+00
0.8511387E-12  0.2614884E+00
0.8317639E-12  0.2611908E+00
0.8128302E-12  0.2604351E+00
0.7943275E-12  0.2600857E+00
0.7762477E-12  0.2596497E+00
0.7585778E-12  0.2585677E+00
0.7413101E-12  0.2583513E+00
0.7244354E-12  0.2580718E+00
0.7079464E-12  0.2566308E+00
0.6918312E-12  0.2555416E+00
0.6760828E-12  0.2552108E+00
0.6606930E-12  0.2541358E+00
0.6456549E-12  0.2527346E+00
0.6309576E-12  0.2523439E+00
0.6165949E-12  0.2523999E+00
0.6025592E-12  0.2518024E+00
0.5888443E-12  0.2512434E+00
0.5754402E-12  0.2511450E+00
0.5623414E-12  0.2506537E+00
0.5495406E-12  0.2492350E+00
0.5370312E-12  0.2476757E+00
0.5248078E-12  0.2467643E+00
0.5128615E-12  0.2461613E+00
