 0.1000000E+00 -0.2089295E-11  0.8993194E-01  0.8905131E-01  0.8769150E-01  0.8686638E-01  0.8662003E-01  0.8664034E-01  0.8771937E-01
 0.1000000E+00 -0.1995263E-11  0.8984783E-01  0.8876030E-01  0.8752716E-01  0.8672478E-01  0.8607905E-01  0.8723720E-01  0.8758494E-01
 0.1000000E+00 -0.1905460E-11  0.8988354E-01  0.8865617E-01  0.8714341E-01  0.8651391E-01  0.8598839E-01  0.8655118E-01  0.8734854E-01
 0.1000000E+00 -0.1819702E-11  0.8973656E-01  0.8824635E-01  0.8706640E-01  0.8612646E-01  0.8577474E-01  0.8659247E-01  0.8713897E-01
 0.1000000E+00 -0.1737800E-11  0.8957048E-01  0.8826771E-01  0.8653177E-01  0.8585926E-01  0.8594625E-01  0.8574476E-01  0.8687551E-01
 0.1000000E+00 -0.1659588E-11  0.8954152E-01  0.8782167E-01  0.8607164E-01  0.8575179E-01  0.8583558E-01  0.8493647E-01  0.8656190E-01
 0.1000000E+00 -0.1584892E-11  0.8956516E-01  0.8753785E-01  0.8582522E-01  0.8531355E-01  0.8563770E-01  0.8520282E-01  0.8638304E-01
 0.1000000E+00 -0.1513562E-11  0.8933657E-01  0.8716457E-01  0.8601744E-01  0.8454097E-01  0.8544938E-01  0.8426157E-01  0.8601531E-01
 0.1000000E+00 -0.1445439E-11  0.8908733E-01  0.8722001E-01  0.8540755E-01  0.8429904E-01  0.8525018E-01  0.8393790E-01  0.8574466E-01
 0.1000000E+00 -0.1380385E-11  0.8899049E-01  0.8651239E-01  0.8492117E-01  0.8461906E-01  0.8449754E-01  0.8442805E-01  0.8552631E-01
 0.1000000E+00 -0.1318256E-11  0.8904159E-01  0.8644461E-01  0.8481426E-01  0.8393102E-01  0.8377872E-01  0.8343662E-01  0.8510512E-01
 0.1000000E+00 -0.1258927E-11  0.8897610E-01  0.8556040E-01  0.8415695E-01  0.8435427E-01  0.8302119E-01  0.8337336E-01  0.8477864E-01
 0.1000000E+00 -0.1202264E-11  0.8858620E-01  0.8550271E-01  0.8381414E-01  0.8382210E-01  0.8294716E-01  0.8437614E-01  0.8466215E-01
 0.1000000E+00 -0.1148155E-11  0.8819680E-01  0.8550563E-01  0.8345783E-01  0.8286893E-01  0.8297296E-01  0.8408479E-01  0.8430421E-01
 0.1000000E+00 -0.1096478E-11  0.8793371E-01  0.8460225E-01  0.8315022E-01  0.8336288E-01  0.8242375E-01  0.8265424E-01  0.8388632E-01
 0.1000000E+00 -0.1047130E-11  0.8790717E-01  0.8442039E-01  0.8291341E-01  0.8216990E-01  0.8194846E-01  0.8260178E-01  0.8347069E-01
 0.1000000E+00 -0.1000000E-11  0.8794294E-01  0.8386245E-01  0.8180011E-01  0.8192281E-01  0.8215487E-01  0.8372355E-01  0.8330259E-01
 0.1000000E+00 -0.9772367E-12  0.8789887E-01  0.8319820E-01  0.8163492E-01  0.8234026E-01  0.8198135E-01  0.8245908E-01  0.8304978E-01
 0.1000000E+00 -0.9549916E-12  0.8777561E-01  0.8262956E-01  0.8226572E-01  0.8146098E-01  0.8105762E-01  0.8296531E-01  0.8279663E-01
 0.1000000E+00 -0.9332549E-12  0.8757149E-01  0.8243696E-01  0.8254611E-01  0.8023130E-01  0.8207705E-01  0.8164551E-01  0.8253822E-01
 0.1000000E+00 -0.9120109E-12  0.8729473E-01  0.8267127E-01  0.8156140E-01  0.8088339E-01  0.8168302E-01  0.7999727E-01  0.8219443E-01
 0.1000000E+00 -0.8912506E-12  0.8696555E-01  0.8301576E-01  0.8024513E-01  0.8181517E-01  0.8026420E-01  0.8077301E-01  0.8199874E-01
 0.1000000E+00 -0.8709628E-12  0.8661402E-01  0.8308186E-01  0.8006182E-01  0.8078875E-01  0.8134838E-01  0.7926679E-01  0.8169334E-01
 0.1000000E+00 -0.8511387E-12  0.8626878E-01  0.8273769E-01  0.8082369E-01  0.7937551E-01  0.8130730E-01  0.7958625E-01  0.8148587E-01
 0.1000000E+00 -0.8317639E-12  0.8595768E-01  0.8215924E-01  0.8133240E-01  0.7959354E-01  0.7978601E-01  0.8057716E-01  0.8137215E-01
 0.1000000E+00 -0.8128302E-12  0.8570365E-01  0.8162747E-01  0.8081075E-01  0.8034503E-01  0.8011410E-01  0.8050501E-01  0.8135386E-01
 0.1000000E+00 -0.7943275E-12  0.8551892E-01  0.8129966E-01  0.7986182E-01  0.8014904E-01  0.8041883E-01  0.8108585E-01  0.8117628E-01
 0.1000000E+00 -0.7762477E-12  0.8540429E-01  0.8120769E-01  0.7956921E-01  0.7933898E-01  0.7948940E-01  0.8094782E-01  0.8074440E-01
 0.1000000E+00 -0.7585778E-12  0.8535270E-01  0.8125251E-01  0.7989793E-01  0.7880744E-01  0.7911207E-01  0.8092306E-01  0.8063005E-01
 0.1000000E+00 -0.7413101E-12  0.8534719E-01  0.8124802E-01  0.7993952E-01  0.7830475E-01  0.7881647E-01  0.8012505E-01  0.8037859E-01
 0.1000000E+00 -0.7244354E-12  0.8536474E-01  0.8097215E-01  0.7913797E-01  0.7804877E-01  0.7843012E-01  0.7820425E-01  0.7980433E-01
 0.1000000E+00 -0.7079464E-12  0.8538136E-01  0.8032437E-01  0.7797711E-01  0.7850572E-01  0.7879150E-01  0.7779592E-01  0.7957790E-01
 0.1000000E+00 -0.6918312E-12  0.8537117E-01  0.7935071E-01  0.7738344E-01  0.7931656E-01  0.7874558E-01  0.7740029E-01  0.7941736E-01
 0.1000000E+00 -0.6760828E-12  0.8531146E-01  0.7829949E-01  0.7784267E-01  0.7906658E-01  0.7705417E-01  0.7634906E-01  0.7885806E-01
 0.1000000E+00 -0.6606930E-12  0.8518393E-01  0.7747688E-01  0.7892894E-01  0.7726386E-01  0.7626767E-01  0.7708102E-01  0.7851668E-01
 0.1000000E+00 -0.6456549E-12  0.8497869E-01  0.7708919E-01  0.7957256E-01  0.7562561E-01  0.7760262E-01  0.7853871E-01  0.7863315E-01
 0.1000000E+00 -0.6309576E-12  0.8468921E-01  0.7712550E-01  0.7898578E-01  0.7584044E-01  0.7825115E-01  0.7822874E-01  0.7859702E-01
 0.1000000E+00 -0.6165949E-12  0.8431809E-01  0.7741366E-01  0.7726537E-01  0.7759387E-01  0.7626456E-01  0.7856937E-01  0.7832748E-01
 0.1000000E+00 -0.6025592E-12  0.8387336E-01  0.7777212E-01  0.7532397E-01  0.7897314E-01  0.7450262E-01  0.8067860E-01  0.7820790E-01
 0.1000000E+00 -0.5888443E-12  0.8336723E-01  0.7810253E-01  0.7414085E-01  0.7841753E-01  0.7550646E-01  0.8099438E-01  0.7805364E-01
 0.1000000E+00 -0.5754402E-12  0.8281747E-01  0.7828353E-01  0.7413250E-01  0.7630530E-01  0.7744749E-01  0.7885763E-01  0.7761297E-01
 0.1000000E+00 -0.5623414E-12  0.8224058E-01  0.7819652E-01  0.7507504E-01  0.7440666E-01  0.7718448E-01  0.7837807E-01  0.7720260E-01
 0.1000000E+00 -0.5495406E-12  0.8165960E-01  0.7777066E-01  0.7619663E-01  0.7399051E-01  0.7490645E-01  0.8021044E-01  0.7704632E-01
 0.1000000E+00 -0.5370312E-12  0.8109059E-01  0.7704967E-01  0.7666229E-01  0.7492542E-01  0.7342559E-01  0.8018189E-01  0.7688688E-01
 0.1000000E+00 -0.5248078E-12  0.8055179E-01  0.7620002E-01  0.7614040E-01  0.7597872E-01  0.7407232E-01  0.7673687E-01  0.7645253E-01
 0.1000000E+00 -0.5128615E-12  0.8005835E-01  0.7538549E-01  0.7502300E-01  0.7617862E-01  0.7534299E-01  0.7415695E-01  0.7594970E-01
 0.1000000E+00 -0.5011870E-12  0.7962084E-01  0.7478131E-01  0.7392025E-01  0.7559701E-01  0.7563664E-01  0.7451922E-01  0.7555605E-01
 0.1000000E+00 -0.4897784E-12  0.7924747E-01  0.7446139E-01  0.7330190E-01  0.7470966E-01  0.7497392E-01  0.7576000E-01  0.7519718E-01
 0.1000000E+00 -0.4786304E-12  0.7894129E-01  0.7441921E-01  0.7329129E-01  0.7389838E-01  0.7421546E-01  0.7499930E-01  0.7474872E-01
 0.1000000E+00 -0.4677352E-12  0.7870393E-01  0.7457989E-01  0.7364762E-01  0.7327347E-01  0.7408813E-01  0.7312720E-01  0.7441253E-01
 0.1000000E+00 -0.4570880E-12  0.7853101E-01  0.7482083E-01  0.7398526E-01  0.7263204E-01  0.7383202E-01  0.7253264E-01  0.7423669E-01
 0.1000000E+00 -0.4466832E-12  0.7841793E-01  0.7499607E-01  0.7387626E-01  0.7180101E-01  0.7318670E-01  0.7398035E-01  0.7413304E-01
 0.1000000E+00 -0.4365162E-12  0.7835437E-01  0.7497355E-01  0.7307786E-01  0.7105076E-01  0.7285514E-01  0.7576038E-01  0.7398805E-01
 0.1000000E+00 -0.4265796E-12  0.7833085E-01  0.7465479E-01  0.7170571E-01  0.7093287E-01  0.7322356E-01  0.7689027E-01  0.7385501E-01
 0.1000000E+00 -0.4168693E-12  0.7833464E-01  0.7399228E-01  0.7017461E-01  0.7162873E-01  0.7409967E-01  0.7745219E-01  0.7381540E-01
 0.1000000E+00 -0.4073800E-12  0.7835501E-01  0.7299455E-01  0.6894773E-01  0.7282759E-01  0.7462346E-01  0.7827400E-01  0.7386919E-01
 0.1000000E+00 -0.3981075E-12  0.7837734E-01  0.7172003E-01  0.6839690E-01  0.7377820E-01  0.7374168E-01  0.7912621E-01  0.7372285E-01
 0.1000000E+00 -0.3890453E-12  0.7839000E-01  0.7026672E-01  0.6869122E-01  0.7373376E-01  0.7157619E-01  0.7914922E-01  0.7318562E-01
 0.1000000E+00 -0.3801893E-12  0.7838044E-01  0.6875439E-01  0.6980863E-01  0.7242262E-01  0.6957973E-01  0.7800193E-01  0.7240729E-01
 0.1000000E+00 -0.3715350E-12  0.7833887E-01  0.6730705E-01  0.7137386E-01  0.7010542E-01  0.6921901E-01  0.7694001E-01  0.7179832E-01
 0.1000000E+00 -0.3630784E-12  0.7825425E-01  0.6603655E-01  0.7293894E-01  0.6736343E-01  0.7084490E-01  0.7626572E-01  0.7151290E-01
 0.1000000E+00 -0.3548135E-12  0.7811956E-01  0.6503057E-01  0.7395890E-01  0.6516393E-01  0.7345736E-01  0.7674636E-01  0.7158948E-01
 0.1000000E+00 -0.3467368E-12  0.7792763E-01  0.6434360E-01  0.7411058E-01  0.6437527E-01  0.7527389E-01  0.7680967E-01  0.7164067E-01
 0.1000000E+00 -0.3388439E-12  0.7767238E-01  0.6399507E-01  0.7328004E-01  0.6527777E-01  0.7496454E-01  0.7579833E-01  0.7138731E-01
 0.1000000E+00 -0.3311315E-12  0.7735236E-01  0.6396905E-01  0.7155903E-01  0.6745689E-01  0.7251821E-01  0.7317955E-01  0.7069124E-01
 0.1000000E+00 -0.3235938E-12  0.7696407E-01  0.6422107E-01  0.6920154E-01  0.7004030E-01  0.6894240E-01  0.7032225E-01  0.6976828E-01
 0.1000000E+00 -0.3162278E-12  0.7650761E-01  0.6468415E-01  0.6659597E-01  0.7214828E-01  0.6595147E-01  0.6836752E-01  0.6893890E-01
 0.1000000E+00 -0.3090294E-12  0.7598414E-01  0.6527822E-01  0.6414600E-01  0.7318755E-01  0.6490002E-01  0.6772820E-01  0.6843013E-01
 0.1000000E+00 -0.3019949E-12  0.7539547E-01  0.6591764E-01  0.6218892E-01  0.7290323E-01  0.6605708E-01  0.6843419E-01  0.6829614E-01
 0.1000000E+00 -0.2951211E-12  0.7474592E-01  0.6652180E-01  0.6095278E-01  0.7125542E-01  0.6863667E-01  0.6907841E-01  0.6823380E-01
 0.1000000E+00 -0.2884032E-12  0.7403837E-01  0.6701841E-01  0.6052094E-01  0.6861754E-01  0.7131669E-01  0.6849365E-01  0.6796028E-01
 0.1000000E+00 -0.2818382E-12  0.7327891E-01  0.6735101E-01  0.6084209E-01  0.6563858E-01  0.7288721E-01  0.6679338E-01  0.6739247E-01
 0.1000000E+00 -0.2754226E-12  0.7247167E-01  0.6748075E-01  0.6175222E-01  0.6297749E-01  0.7260673E-01  0.6433672E-01  0.6655539E-01
 0.1000000E+00 -0.2691537E-12  0.7162377E-01  0.6738769E-01  0.6301625E-01  0.6112061E-01  0.7052192E-01  0.6243529E-01  0.6568313E-01
 0.1000000E+00 -0.2630269E-12  0.7074208E-01  0.6707067E-01  0.6437503E-01  0.6031669E-01  0.6745090E-01  0.6205460E-01  0.6504133E-01
 0.1000000E+00 -0.2570395E-12  0.6983164E-01  0.6654429E-01  0.6558593E-01  0.6049471E-01  0.6437499E-01  0.6277251E-01  0.6468399E-01
 0.1000000E+00 -0.2511884E-12  0.6890063E-01  0.6583821E-01  0.6645697E-01  0.6147376E-01  0.6213725E-01  0.6478519E-01  0.6470703E-01
 0.1000000E+00 -0.2454711E-12  0.6795385E-01  0.6499148E-01  0.6686612E-01  0.6293233E-01  0.6121566E-01  0.6677578E-01  0.6493881E-01
 0.1000000E+00 -0.2398834E-12  0.6699997E-01  0.6405066E-01  0.6676862E-01  0.6448949E-01  0.6171798E-01  0.6762311E-01  0.6516276E-01
 0.1000000E+00 -0.2344228E-12  0.6604403E-01  0.6306532E-01  0.6619191E-01  0.6580512E-01  0.6316917E-01  0.6718753E-01  0.6522912E-01
 0.1000000E+00 -0.2290866E-12  0.6509122E-01  0.6208510E-01  0.6522212E-01  0.6665888E-01  0.6496499E-01  0.6581799E-01  0.6505425E-01
 0.1000000E+00 -0.2238723E-12  0.6414838E-01  0.6115746E-01  0.6398536E-01  0.6697921E-01  0.6634165E-01  0.6370579E-01  0.6455662E-01
 0.1000000E+00 -0.2187762E-12  0.6322082E-01  0.6032316E-01  0.6262587E-01  0.6677954E-01  0.6693751E-01  0.6216427E-01  0.6388659E-01
 0.1000000E+00 -0.2137962E-12  0.6231315E-01  0.5961732E-01  0.6128758E-01  0.6618006E-01  0.6675585E-01  0.6193793E-01  0.6320142E-01
 0.1000000E+00 -0.2089295E-12  0.6142839E-01  0.5906685E-01  0.6009659E-01  0.6531996E-01  0.6582454E-01  0.6296835E-01  0.6256144E-01
 0.1000000E+00 -0.2041740E-12  0.6057342E-01  0.5869000E-01  0.5914954E-01  0.6435385E-01  0.6431835E-01  0.6533953E-01  0.6205404E-01
 0.1000000E+00 -0.1995263E-12  0.5974882E-01  0.5849573E-01  0.5850576E-01  0.6340341E-01  0.6262922E-01  0.6829011E-01  0.6169244E-01
 0.1000000E+00 -0.1949844E-12  0.5896009E-01  0.5848546E-01  0.5818649E-01  0.6254426E-01  0.6111059E-01  0.7161220E-01  0.6152220E-01
 0.1000000E+00 -0.1905460E-12  0.5820867E-01  0.5865263E-01  0.5817581E-01  0.6179980E-01  0.5994171E-01  0.7363843E-01  0.6135817E-01
 0.1000000E+00 -0.1862089E-12  0.5749651E-01  0.5898362E-01  0.5842656E-01  0.6114775E-01  0.5914909E-01  0.7445496E-01  0.6119893E-01
 0.1000000E+00 -0.1819702E-12  0.5682696E-01  0.5945988E-01  0.5886778E-01  0.6053304E-01  0.5868215E-01  0.7346671E-01  0.6092862E-01
 0.1000000E+00 -0.1778279E-12  0.5620050E-01  0.6005777E-01  0.5941330E-01  0.5988590E-01  0.5840533E-01  0.7108819E-01  0.6054712E-01
 0.1000000E+00 -0.1737800E-12  0.5561847E-01  0.6075033E-01  0.5997020E-01  0.5913865E-01  0.5810585E-01  0.6788668E-01  0.6005312E-01
 0.1000000E+00 -0.1698242E-12  0.5508102E-01  0.6150927E-01  0.6044750E-01  0.5824062E-01  0.5766907E-01  0.6399832E-01  0.5941682E-01
 0.1000000E+00 -0.1659588E-12  0.5458999E-01  0.6230452E-01  0.6076239E-01  0.5716799E-01  0.5702136E-01  0.6053450E-01  0.5874250E-01
 0.1000000E+00 -0.1621810E-12  0.5414465E-01  0.6310652E-01  0.6084588E-01  0.5592803E-01  0.5612294E-01  0.5784214E-01  0.5805730E-01
 0.1000000E+00 -0.1584893E-12  0.5374556E-01  0.6388602E-01  0.6064649E-01  0.5455915E-01  0.5503195E-01  0.5648447E-01  0.5743270E-01
 0.1000000E+00 -0.1548815E-12  0.5339188E-01  0.6461617E-01  0.6013197E-01  0.5312578E-01  0.5386643E-01  0.5630698E-01  0.5687775E-01
 0.1000000E+00 -0.1513562E-12  0.5308323E-01  0.6527176E-01  0.5929012E-01  0.5171066E-01  0.5277812E-01  0.5746713E-01  0.5644761E-01
 0.1000000E+00 -0.1479109E-12  0.5281829E-01  0.6583050E-01  0.5812731E-01  0.5040492E-01  0.5192199E-01  0.5903034E-01  0.5605802E-01
 0.1000000E+00 -0.1445439E-12  0.5259809E-01  0.6627341E-01  0.5666731E-01  0.4929936E-01  0.5142923E-01  0.6121221E-01  0.5578611E-01
 0.1000000E+00 -0.1412536E-12  0.5241952E-01  0.6658340E-01  0.5494796E-01  0.4847469E-01  0.5138557E-01  0.6340282E-01  0.5558233E-01
 0.1000000E+00 -0.1380385E-12  0.5228299E-01  0.6674878E-01  0.5301901E-01  0.4799505E-01  0.5181914E-01  0.6521659E-01  0.5542293E-01
 0.1000000E+00 -0.1348963E-12  0.5218591E-01  0.6675911E-01  0.5093729E-01  0.4790234E-01  0.5269739E-01  0.6633808E-01  0.5527852E-01
 0.1000000E+00 -0.1318256E-12  0.5212742E-01  0.6660856E-01  0.4876521E-01  0.4821409E-01  0.5393273E-01  0.6657318E-01  0.5512350E-01
 0.1000000E+00 -0.1288248E-12  0.5210672E-01  0.6629357E-01  0.4656650E-01  0.4892260E-01  0.5539443E-01  0.6585397E-01  0.5493704E-01
 0.1000000E+00 -0.1258927E-12  0.5212232E-01  0.6581362E-01  0.4440399E-01  0.4999637E-01  0.5692440E-01  0.6423043E-01  0.5470461E-01
 0.1000000E+00 -0.1230269E-12  0.5217218E-01  0.6517073E-01  0.4233648E-01  0.5138370E-01  0.5835558E-01  0.6184835E-01  0.5441815E-01
 0.1000000E+00 -0.1202264E-12  0.5225401E-01  0.6436941E-01  0.4041794E-01  0.5301614E-01  0.5952758E-01  0.5892118E-01  0.5407562E-01
 0.1000000E+00 -0.1174897E-12  0.5236835E-01  0.6341598E-01  0.3869540E-01  0.5481378E-01  0.6030204E-01  0.5569779E-01  0.5368034E-01
 0.1000000E+00 -0.1148155E-12  0.5251187E-01  0.6231906E-01  0.3720824E-01  0.5669000E-01  0.6057310E-01  0.5243274E-01  0.5323876E-01
 0.1000000E+00 -0.1122019E-12  0.5268308E-01  0.6108775E-01  0.3598693E-01  0.5855688E-01  0.6027436E-01  0.4935973E-01  0.5275958E-01
 0.1000000E+00 -0.1096478E-12  0.5288117E-01  0.5973296E-01  0.3505398E-01  0.6032899E-01  0.5938150E-01  0.4667453E-01  0.5225286E-01
 0.1000000E+00 -0.1071519E-12  0.5310513E-01  0.5826683E-01  0.3442337E-01  0.6192761E-01  0.5791127E-01  0.4452192E-01  0.5172878E-01
 0.1000000E+00 -0.1047130E-12  0.5335164E-01  0.5670194E-01  0.3410111E-01  0.6328356E-01  0.5591767E-01  0.4299094E-01  0.5119656E-01
 0.1000000E+00 -0.1023294E-12  0.5362061E-01  0.5505030E-01  0.3408563E-01  0.6433979E-01  0.5348469E-01  0.4211520E-01  0.5066454E-01
 0.1000000E+00 -0.1000000E-12  0.5391010E-01  0.5332543E-01  0.3436907E-01  0.6505216E-01  0.5071987E-01  0.4187923E-01  0.5013999E-01
 0.1000000E+00 -0.9772367E-13  0.5421778E-01  0.5154054E-01  0.3493777E-01  0.6539064E-01  0.4774516E-01  0.4222625E-01  0.4962880E-01
 0.1000000E+00 -0.9549916E-13  0.5454435E-01  0.4970836E-01  0.3577323E-01  0.6533878E-01  0.4468891E-01  0.4306852E-01  0.4913606E-01
 0.1000000E+00 -0.9332549E-13  0.5488745E-01  0.4784185E-01  0.3685301E-01  0.6489357E-01  0.4167839E-01  0.4429800E-01  0.4866565E-01
 0.1000000E+00 -0.9120109E-13  0.5524478E-01  0.4595275E-01  0.3815195E-01  0.6406377E-01  0.3883240E-01  0.4579707E-01  0.4822046E-01
 0.1000000E+00 -0.8912506E-13  0.5561635E-01  0.4405319E-01  0.3964274E-01  0.6286909E-01  0.3625746E-01  0.4744695E-01  0.4780337E-01
 0.1000000E+00 -0.8709628E-13  0.5600060E-01  0.4215428E-01  0.4129674E-01  0.6133807E-01  0.3404299E-01  0.4913557E-01  0.4741649E-01
 0.1000000E+00 -0.8511386E-13  0.5639622E-01  0.4026678E-01  0.4308464E-01  0.5950689E-01  0.3225927E-01  0.5076310E-01  0.4706172E-01
 0.1000000E+00 -0.8317639E-13  0.5680269E-01  0.3840001E-01  0.4497772E-01  0.5741653E-01  0.3095564E-01  0.5224627E-01  0.4674063E-01
 0.1000000E+00 -0.8128302E-13  0.5721720E-01  0.3656312E-01  0.4694747E-01  0.5511233E-01  0.3016143E-01  0.5351961E-01  0.4645437E-01
 0.1000000E+00 -0.7943275E-13  0.5764132E-01  0.3476476E-01  0.4896678E-01  0.5264171E-01  0.2988642E-01  0.5453689E-01  0.4620454E-01
 0.1000000E+00 -0.7762478E-13  0.5807164E-01  0.3301229E-01  0.5100957E-01  0.5005284E-01  0.3012244E-01  0.5527006E-01  0.4599164E-01
 0.1000000E+00 -0.7585778E-13  0.5850893E-01  0.3131239E-01  0.5305256E-01  0.4739266E-01  0.3084594E-01  0.5570840E-01  0.4581656E-01
 0.1000000E+00 -0.7413100E-13  0.5895128E-01  0.2967108E-01  0.5507350E-01  0.4470707E-01  0.3202023E-01  0.5585556E-01  0.4567942E-01
 0.1000000E+00 -0.7244354E-13  0.5939920E-01  0.2809378E-01  0.5705282E-01  0.4203910E-01  0.3359842E-01  0.5572777E-01  0.4558045E-01
 0.1000000E+00 -0.7079464E-13  0.5985030E-01  0.2658519E-01  0.5897284E-01  0.3942867E-01  0.3552582E-01  0.5535083E-01  0.4551905E-01
 0.1000000E+00 -0.6918312E-13  0.6030375E-01  0.2514883E-01  0.6081875E-01  0.3691111E-01  0.3774342E-01  0.5475754E-01  0.4549443E-01
 0.1000000E+00 -0.6760829E-13  0.6076046E-01  0.2378808E-01  0.6257744E-01  0.3451826E-01  0.4018911E-01  0.5398525E-01  0.4550572E-01
 0.1000000E+00 -0.6606930E-13  0.6121892E-01  0.2250574E-01  0.6423837E-01  0.3227739E-01  0.4280069E-01  0.5307370E-01  0.4555149E-01
 0.1000000E+00 -0.6456549E-13  0.6167798E-01  0.2130376E-01  0.6579265E-01  0.3021131E-01  0.4551709E-01  0.5206299E-01  0.4562984E-01
 0.1000000E+00 -0.6309576E-13  0.6213842E-01  0.2018346E-01  0.6723412E-01  0.2833796E-01  0.4828108E-01  0.5099180E-01  0.4573903E-01
 0.1000000E+00 -0.6165949E-13  0.6259888E-01  0.1914600E-01  0.6855790E-01  0.2667155E-01  0.5103892E-01  0.4989662E-01  0.4587681E-01
 0.1000000E+00 -0.6025592E-13  0.6305765E-01  0.1819188E-01  0.6976103E-01  0.2522207E-01  0.5374214E-01  0.4881047E-01  0.4604066E-01
 0.1000000E+00 -0.5888443E-13  0.6351661E-01  0.1732113E-01  0.7084184E-01  0.2399573E-01  0.5634784E-01  0.4776250E-01  0.4622841E-01
 0.1000000E+00 -0.5754402E-13  0.6397349E-01  0.1653354E-01  0.7180091E-01  0.2299511E-01  0.5881992E-01  0.4677720E-01  0.4643750E-01
 0.1000000E+00 -0.5623413E-13  0.6442877E-01  0.1582832E-01  0.7263907E-01  0.2221989E-01  0.6112770E-01  0.4587490E-01  0.4666546E-01
 0.1000000E+00 -0.5495406E-13  0.6488092E-01  0.1520455E-01  0.7335875E-01  0.2166693E-01  0.6324685E-01  0.4507138E-01  0.4690973E-01
 0.1000000E+00 -0.5370312E-13  0.6533213E-01  0.1466109E-01  0.7396351E-01  0.2133076E-01  0.6515916E-01  0.4437830E-01  0.4716846E-01
 0.1000000E+00 -0.5248078E-13  0.6577864E-01  0.1419641E-01  0.7445729E-01  0.2120378E-01  0.6685155E-01  0.4380332E-01  0.4743887E-01
 0.1000000E+00 -0.5128614E-13  0.6622294E-01  0.1380866E-01  0.7484497E-01  0.2127673E-01  0.6831682E-01  0.4335047E-01  0.4771939E-01
