 0.1000000E+00 -0.1000000E-10  0.9072825E-01
 0.1000000E+00 -0.9120109E-11  0.9069309E-01
 0.1000000E+00 -0.8317639E-11  0.9065040E-01
 0.1000000E+00 -0.7585777E-11  0.9060326E-01
 0.1000000E+00 -0.6918312E-11  0.9054153E-01
 0.1000000E+00 -0.6309576E-11  0.9047239E-01
 0.1000000E+00 -0.5754403E-11  0.9038749E-01
 0.1000000E+00 -0.5248078E-11  0.9028597E-01
 0.1000000E+00 -0.4786304E-11  0.9015367E-01
 0.1000000E+00 -0.4365162E-11  0.9002517E-01
 0.1000000E+00 -0.3981075E-11  0.8983824E-01
 0.1000000E+00 -0.3630784E-11  0.8966354E-01
 0.1000000E+00 -0.3311315E-11  0.8945969E-01
 0.1000000E+00 -0.3162278E-11  0.8933339E-01
 0.1000000E+00 -0.3019948E-11  0.8921356E-01
 0.1000000E+00 -0.2884032E-11  0.8907171E-01
 0.1000000E+00 -0.2754226E-11  0.8894265E-01
 0.1000000E+00 -0.2630268E-11  0.8877619E-01
 0.1000000E+00 -0.2511884E-11  0.8860222E-01
 0.1000000E+00 -0.2398834E-11  0.8843753E-01
 0.1000000E+00 -0.2290866E-11  0.8821449E-01
 0.1000000E+00 -0.2187762E-11  0.8806705E-01
 0.1000000E+00 -0.2089295E-11  0.8786709E-01
 0.1000000E+00 -0.1995263E-11  0.8770058E-01
 0.1000000E+00 -0.1905460E-11  0.8749098E-01
 0.1000000E+00 -0.1819702E-11  0.8731115E-01
 0.1000000E+00 -0.1737800E-11  0.8702515E-01
 0.1000000E+00 -0.1659588E-11  0.8681688E-01
 0.1000000E+00 -0.1584892E-11  0.8647831E-01
 0.1000000E+00 -0.1513562E-11  0.8623629E-01
 0.1000000E+00 -0.1445439E-11  0.8597408E-01
 0.1000000E+00 -0.1380385E-11  0.8556951E-01
 0.1000000E+00 -0.1318256E-11  0.8533839E-01
 0.1000000E+00 -0.1258927E-11  0.8509146E-01
 0.1000000E+00 -0.1202264E-11  0.8467417E-01
 0.1000000E+00 -0.1148155E-11  0.8438901E-01
 0.1000000E+00 -0.1096478E-11  0.8415902E-01
 0.1000000E+00 -0.1047130E-11  0.8377896E-01
 0.1000000E+00 -0.1000000E-11  0.8319304E-01
 0.1000000E+00 -0.9772367E-12  0.8301860E-01
 0.1000000E+00 -0.9549916E-12  0.8284064E-01
 0.1000000E+00 -0.9332549E-12  0.8279621E-01
 0.1000000E+00 -0.9120109E-12  0.8253527E-01
 0.1000000E+00 -0.8912506E-12  0.8236803E-01
 0.1000000E+00 -0.8709628E-12  0.8203866E-01
 0.1000000E+00 -0.8511387E-12  0.8168321E-01
 0.1000000E+00 -0.8317639E-12  0.8151422E-01
 0.1000000E+00 -0.8128302E-12  0.8125022E-01
 0.1000000E+00 -0.7943275E-12  0.8100137E-01
 0.1000000E+00 -0.7762477E-12  0.8079021E-01
 0.1000000E+00 -0.7585778E-12  0.8062578E-01
 0.1000000E+00 -0.7413101E-12  0.8045510E-01
 0.1000000E+00 -0.7244354E-12  0.8015016E-01
 0.1000000E+00 -0.7079464E-12  0.7990924E-01
 0.1000000E+00 -0.6918312E-12  0.7984554E-01
 0.1000000E+00 -0.6760828E-12  0.7950601E-01
 0.1000000E+00 -0.6606930E-12  0.7893851E-01
 0.1000000E+00 -0.6456549E-12  0.7864372E-01
 0.1000000E+00 -0.6309576E-12  0.7849017E-01
 0.1000000E+00 -0.6165949E-12  0.7806778E-01
 0.1000000E+00 -0.6025592E-12  0.7768824E-01
 0.1000000E+00 -0.5888443E-12  0.7767923E-01
 0.1000000E+00 -0.5754402E-12  0.7767949E-01
 0.1000000E+00 -0.5623414E-12  0.7738811E-01
 0.1000000E+00 -0.5495406E-12  0.7707901E-01
 0.1000000E+00 -0.5370312E-12  0.7702997E-01
 0.1000000E+00 -0.5248078E-12  0.7690440E-01
 0.1000000E+00 -0.5128615E-12  0.7636850E-01
 0.1000000E+00 -0.5011870E-12  0.7562749E-01
 0.1000000E+00 -0.4897784E-12  0.7517704E-01
 0.1000000E+00 -0.4786304E-12  0.7506102E-01
 0.1000000E+00 -0.4677352E-12  0.7496593E-01
 0.1000000E+00 -0.4570880E-12  0.7456212E-01
 0.1000000E+00 -0.4466832E-12  0.7399201E-01
 0.1000000E+00 -0.4365162E-12  0.7360569E-01
 0.1000000E+00 -0.4265796E-12  0.7351352E-01
 0.1000000E+00 -0.4168693E-12  0.7346873E-01
 0.1000000E+00 -0.4073800E-12  0.7327320E-01
 0.1000000E+00 -0.3981075E-12  0.7284489E-01
 0.1000000E+00 -0.3890453E-12  0.7233847E-01
 0.1000000E+00 -0.3801893E-12  0.7196545E-01
 0.1000000E+00 -0.3715350E-12  0.7179928E-01
 0.1000000E+00 -0.3630784E-12  0.7162442E-01
 0.1000000E+00 -0.3548135E-12  0.7141212E-01
 0.1000000E+00 -0.3467368E-12  0.7108929E-01
 0.1000000E+00 -0.3388439E-12  0.7077809E-01
 0.1000000E+00 -0.3311315E-12  0.7050009E-01
 0.1000000E+00 -0.3235938E-12  0.7026179E-01
 0.1000000E+00 -0.3162278E-12  0.6998266E-01
 0.1000000E+00 -0.3090294E-12  0.6960237E-01
 0.1000000E+00 -0.3019949E-12  0.6916218E-01
 0.1000000E+00 -0.2951211E-12  0.6859972E-01
 0.1000000E+00 -0.2884032E-12  0.6795891E-01
 0.1000000E+00 -0.2818382E-12  0.6734256E-01
 0.1000000E+00 -0.2754226E-12  0.6673793E-01
 0.1000000E+00 -0.2691537E-12  0.6615639E-01
 0.1000000E+00 -0.2630269E-12  0.6562838E-01
 0.1000000E+00 -0.2570395E-12  0.6509797E-01
 0.1000000E+00 -0.2511884E-12  0.6462376E-01
 0.1000000E+00 -0.2454711E-12  0.6422082E-01
 0.1000000E+00 -0.2398834E-12  0.6389228E-01
 0.1000000E+00 -0.2344228E-12  0.6367487E-01
 0.1000000E+00 -0.2290866E-12  0.6353572E-01
 0.1000000E+00 -0.2238723E-12  0.6335342E-01
 0.1000000E+00 -0.2187762E-12  0.6312781E-01
 0.1000000E+00 -0.2137962E-12  0.6286065E-01
