  0.00999999978  607659.125
  0.0199999996  609191.938
  0.0299999993  610949.875
  0.0399999991  612932.875
  0.0500000007  615141.
  0.0599999987  617383.
  0.0700000003  620013.938
  0.0799999982  623033.938
  0.0900000036  626982.75
  0.100000001  631425.75
  0.109999999  636060.125
  0.119999997  640462.062
  0.129999995  644237.188
  0.140000001  648247.875
  0.150000006  652494.
  0.159999996  657972.25
  0.170000002  663990.75
  0.180000007  670549.625
  0.189999998  677502.938
  0.200000003  684850.25
  0.209999993  692649.938
  0.219999999  700614.062
  0.230000004  708857.75
  0.239999995  718158.062
  0.25  728515.
  0.25999999  738935.625
  0.270000011  752953.875
  0.280000001  770569.625
  0.289999992  792447.25
  0.300000012  821693.375
  0.310000002  858663.312
  0.319999993  918715.5
  0.330000013  999955.688
  0.340000004  1063040.38
  0.349999994  1107970.
  0.360000014  1034431.69
  0.370000005  948560.562
  0.379999995  850356.375
  0.389999986  793106.438
  0.400000006  770789.688
  0.409999996  760887.062
  0.419999987  759106.5
  0.430000007  753351.25
  0.439999998  748303.125
  0.449999988  743962.
  0.460000008  732804.312
  0.469999999  721442.312
  0.479999989  709875.875
  0.49000001  700585.562
  0.5  693473.688
  0.50999999  687528.375
  0.519999981  683633.625
  0.529999971  681059.75
  0.540000021  677232.188
  0.550000012  672151.
  0.560000002  657087.438
  0.569999993  642175.75
  0.579999983  627416.125
  0.589999974  619601.188
  0.600000024  616325.312
  0.610000014  614390.188
  0.620000005  612183.
  0.629999995  606769.5
  0.639999986  600714.812
  0.649999976  594019.
  0.660000026  588401.812
  0.670000017  581702.312
  0.680000007  573920.438
  0.689999998  560916.938
  0.699999988  546969.688
  0.709999979  534590.125
  0.720000029  526706.688
  0.730000019  527458.312
  0.74000001  531593.438
  0.75  539112.
  0.75999999  549360.375
  0.769999981  558875.562
  0.779999971  567657.562
  0.790000021  569741.938
  0.800000012  568536.5
  0.810000002  567108.562
  0.819999993  569615.375
  0.829999983  579101.5
  0.839999974  586696.
  0.850000024  592399.
  0.860000014  585829.062
  0.870000005  572952.938
  0.879999995  553770.5
  0.889999986  538651.562
  0.899999976  513199.781
  0.910000026  470387.688
  0.920000017  386421.906
  0.930000007  0.
  0.939999998  0.
  0.949999988  0.
  0.959999979  0.
  0.970000029  0.
  0.980000019  0.
  0.99000001  0.
  1.  0.
