 0.1000000E+00 -0.3548135E-12  0.7218865E-01  0.7033689E-01
 0.1000000E+00 -0.3467368E-12  0.7177781E-01  0.7013592E-01
 0.1000000E+00 -0.3388439E-12  0.7137421E-01  0.6995264E-01
 0.1000000E+00 -0.3311315E-12  0.7102733E-01  0.6977004E-01
 0.1000000E+00 -0.3235938E-12  0.7076594E-01  0.6956372E-01
 0.1000000E+00 -0.3162278E-12  0.7045244E-01  0.6933218E-01
 0.1000000E+00 -0.3090294E-12  0.6998134E-01  0.6907761E-01
 0.1000000E+00 -0.3019949E-12  0.6943996E-01  0.6877755E-01
 0.1000000E+00 -0.2951211E-12  0.6875792E-01  0.6838065E-01
 0.1000000E+00 -0.2884032E-12  0.6803815E-01  0.6784920E-01
 0.1000000E+00 -0.2818382E-12  0.6745088E-01  0.6719258E-01
 0.1000000E+00 -0.2754226E-12  0.6694328E-01  0.6645359E-01
 0.1000000E+00 -0.2691537E-12  0.6649644E-01  0.6568553E-01
 0.1000000E+00 -0.2630269E-12  0.6611767E-01  0.6495087E-01
 0.1000000E+00 -0.2570395E-12  0.6567165E-01  0.6430359E-01
 0.1000000E+00 -0.2511884E-12  0.6522749E-01  0.6378778E-01
 0.1000000E+00 -0.2454711E-12  0.6479932E-01  0.6341982E-01
 0.1000000E+00 -0.2398834E-12  0.6439924E-01  0.6319030E-01
 0.1000000E+00 -0.2344228E-12  0.6411534E-01  0.6306496E-01
 0.1000000E+00 -0.2290866E-12  0.6391996E-01  0.6300367E-01
 0.1000000E+00 -0.2238723E-12  0.6363552E-01  0.6296281E-01
 0.1000000E+00 -0.2187762E-12  0.6329270E-01  0.6289948E-01
 0.1000000E+00 -0.2137962E-12  0.6291269E-01  0.6278859E-01
 0.1000000E+00 -0.2089295E-12  0.6241775E-01  0.6261864E-01
 0.1000000E+00 -0.2041740E-12  0.6186882E-01  0.6238326E-01
 0.1000000E+00 -0.1995263E-12  0.6131703E-01  0.6208870E-01
 0.1000000E+00 -0.1949844E-12  0.6089960E-01  0.6174648E-01
 0.1000000E+00 -0.1905460E-12  0.6056376E-01  0.6136883E-01
 0.1000000E+00 -0.1862089E-12  0.6044260E-01  0.6096589E-01
 0.1000000E+00 -0.1819702E-12  0.6045790E-01  0.6054400E-01
 0.1000000E+00 -0.1778279E-12  0.6058763E-01  0.6010416E-01
 0.1000000E+00 -0.1737800E-12  0.6072858E-01  0.5964306E-01
 0.1000000E+00 -0.1698242E-12  0.6075642E-01  0.5915451E-01
 0.1000000E+00 -0.1659588E-12  0.6061015E-01  0.5863123E-01
 0.1000000E+00 -0.1621810E-12  0.6028324E-01  0.5806617E-01
 0.1000000E+00 -0.1584893E-12  0.5972504E-01  0.5745504E-01
 0.1000000E+00 -0.1548815E-12  0.5891593E-01  0.5679710E-01
 0.1000000E+00 -0.1513562E-12  0.5798882E-01  0.5609600E-01
 0.1000000E+00 -0.1479109E-12  0.5690465E-01  0.5535939E-01
 0.1000000E+00 -0.1445439E-12  0.5582630E-01  0.5459974E-01
 0.1000000E+00 -0.1412536E-12  0.5482074E-01  0.5383128E-01
 0.1000000E+00 -0.1380385E-12  0.5396146E-01  0.5307160E-01
 0.1000000E+00 -0.1348963E-12  0.5330049E-01  0.5233758E-01
 0.1000000E+00 -0.1318256E-12  0.5286558E-01  0.5164659E-01
 0.1000000E+00 -0.1288248E-12  0.5265817E-01  0.5101408E-01
 0.1000000E+00 -0.1258927E-12  0.5265576E-01  0.5045295E-01
 0.1000000E+00 -0.1230269E-12  0.5281659E-01  0.4997277E-01
 0.1000000E+00 -0.1202264E-12  0.5308571E-01  0.4957975E-01
 0.1000000E+00 -0.1174897E-12  0.5340217E-01  0.4927699E-01
 0.1000000E+00 -0.1148155E-12  0.5370447E-01  0.4906351E-01
 0.1000000E+00 -0.1122019E-12  0.5393689E-01  0.4893529E-01
 0.1000000E+00 -0.1096478E-12  0.5405360E-01  0.4888596E-01
 0.1000000E+00 -0.1071519E-12  0.5402146E-01  0.4890703E-01
 0.1000000E+00 -0.1047130E-12  0.5382098E-01  0.4898793E-01
 0.1000000E+00 -0.1023294E-12  0.5344684E-01  0.4911750E-01
 0.1000000E+00 -0.1000000E-12  0.5290660E-01  0.4928409E-01
 0.1000000E+00 -0.9772367E-13  0.5221872E-01  0.4947600E-01
 0.1000000E+00 -0.9549916E-13  0.5141054E-01  0.4968243E-01
 0.1000000E+00 -0.9332549E-13  0.5051509E-01  0.4989300E-01
 0.1000000E+00 -0.9120109E-13  0.4956828E-01  0.5009828E-01
 0.1000000E+00 -0.8912506E-13  0.4860750E-01  0.5029074E-01
 0.1000000E+00 -0.8709628E-13  0.4766835E-01  0.5046378E-01
 0.1000000E+00 -0.8511386E-13  0.4678352E-01  0.5061232E-01
 0.1000000E+00 -0.8317639E-13  0.4598103E-01  0.5073275E-01
 0.1000000E+00 -0.8128302E-13  0.4528358E-01  0.5082234E-01
 0.1000000E+00 -0.7943275E-13  0.4470874E-01  0.5088060E-01
 0.1000000E+00 -0.7762478E-13  0.4426745E-01  0.5090682E-01
 0.1000000E+00 -0.7585778E-13  0.4396562E-01  0.5090242E-01
 0.1000000E+00 -0.7413100E-13  0.4380366E-01  0.5086877E-01
 0.1000000E+00 -0.7244354E-13  0.4377779E-01  0.5080860E-01
 0.1000000E+00 -0.7079464E-13  0.4387995E-01  0.5072444E-01
 0.1000000E+00 -0.6918312E-13  0.4409924E-01  0.5061947E-01
 0.1000000E+00 -0.6760829E-13  0.4442270E-01  0.5049745E-01
 0.1000000E+00 -0.6606930E-13  0.4483563E-01  0.5036195E-01
 0.1000000E+00 -0.6456549E-13  0.4532227E-01  0.5021637E-01
 0.1000000E+00 -0.6309576E-13  0.4586717E-01  0.5006457E-01
 0.1000000E+00 -0.6165949E-13  0.4645472E-01  0.4990988E-01
 0.1000000E+00 -0.6025592E-13  0.4706999E-01  0.4975532E-01
 0.1000000E+00 -0.5888443E-13  0.4769947E-01  0.4960432E-01
 0.1000000E+00 -0.5754402E-13  0.4833074E-01  0.4945949E-01
 0.1000000E+00 -0.5623413E-13  0.4895283E-01  0.4932337E-01
 0.1000000E+00 -0.5495406E-13  0.4955621E-01  0.4919801E-01
 0.1000000E+00 -0.5370312E-13  0.5013353E-01  0.4908602E-01
 0.1000000E+00 -0.5248078E-13  0.5067802E-01  0.4898836E-01
 0.1000000E+00 -0.5128614E-13  0.5118548E-01  0.4890695E-01
 0.1000000E+00 -0.5011870E-13  0.5165244E-01  0.4884281E-01
 0.1000000E+00 -0.4897783E-13  0.5207689E-01  0.4879681E-01
 0.1000000E+00 -0.4786304E-13  0.5245809E-01  0.4876977E-01
 0.1000000E+00 -0.4677352E-13  0.5279623E-01  0.4876207E-01
 0.1000000E+00 -0.4570880E-13  0.5309241E-01  0.4877404E-01
 0.1000000E+00 -0.4466832E-13  0.5334863E-01  0.4880612E-01
 0.1000000E+00 -0.4365162E-13  0.5356714E-01  0.4885798E-01
 0.1000000E+00 -0.4265796E-13  0.5375092E-01  0.4892958E-01
 0.1000000E+00 -0.4168693E-13  0.5390310E-01  0.4902048E-01
 0.1000000E+00 -0.4073800E-13  0.5402749E-01  0.4913083E-01
 0.1000000E+00 -0.3981075E-13  0.5412752E-01  0.4925989E-01
 0.1000000E+00 -0.3890453E-13  0.5420696E-01  0.4940724E-01
 0.1000000E+00 -0.3801893E-13  0.5426938E-01  0.4957223E-01
 0.1000000E+00 -0.3715350E-13  0.5431854E-01  0.4975445E-01
 0.1000000E+00 -0.3630784E-13  0.5435782E-01  0.4995314E-01
 0.1000000E+00 -0.3548135E-13  0.5439051E-01  0.5016764E-01
 0.1000000E+00 -0.3467368E-13  0.5441980E-01  0.5039745E-01
 0.1000000E+00 -0.3388439E-13  0.5444857E-01  0.5064178E-01
 0.1000000E+00 -0.3311315E-13  0.5447946E-01  0.5090003E-01
 0.1000000E+00 -0.3235938E-13  0.5451478E-01  0.5117136E-01
 0.1000000E+00 -0.3162278E-13  0.5455670E-01  0.5145518E-01
 0.1000000E+00 -0.3090294E-13  0.5460707E-01  0.5175069E-01
 0.1000000E+00 -0.3019949E-13  0.5466791E-01  0.5205782E-01
 0.1000000E+00 -0.2951211E-13  0.5474003E-01  0.5237504E-01
 0.1000000E+00 -0.2884032E-13  0.5482490E-01  0.5270216E-01
 0.1000000E+00 -0.2818382E-13  0.5492344E-01  0.5303850E-01
 0.1000000E+00 -0.2754226E-13  0.5503661E-01  0.5338376E-01
 0.1000000E+00 -0.2691537E-13  0.5516459E-01  0.5373679E-01
 0.1000000E+00 -0.2630268E-13  0.5530791E-01  0.5409727E-01
 0.1000000E+00 -0.2570395E-13  0.5546703E-01  0.5446496E-01
 0.1000000E+00 -0.2511884E-13  0.5564179E-01  0.5483894E-01
 0.1000000E+00 -0.2454711E-13  0.5583201E-01  0.5521852E-01
 0.1000000E+00 -0.2398834E-13  0.5603775E-01  0.5560357E-01
 0.1000000E+00 -0.2344228E-13  0.5625880E-01  0.5599368E-01
 0.1000000E+00 -0.2290866E-13  0.5649467E-01  0.5638813E-01
 0.1000000E+00 -0.2238723E-13  0.5674490E-01  0.5678649E-01
 0.1000000E+00 -0.2187762E-13  0.5700907E-01  0.5718845E-01
 0.1000000E+00 -0.2137962E-13  0.5728652E-01  0.5759338E-01
 0.1000000E+00 -0.2089295E-13  0.5757675E-01  0.5800107E-01
 0.1000000E+00 -0.2041740E-13  0.5787912E-01  0.5841115E-01
 0.1000000E+00 -0.1995263E-13  0.5819294E-01  0.5882313E-01
 0.1000000E+00 -0.1949844E-13  0.5851756E-01  0.5923674E-01
 0.1000000E+00 -0.1905460E-13  0.5885227E-01  0.5965165E-01
 0.1000000E+00 -0.1862089E-13  0.5919626E-01  0.6006733E-01
 0.1000000E+00 -0.1819702E-13  0.5954909E-01  0.6048387E-01
 0.1000000E+00 -0.1778279E-13  0.5990985E-01  0.6090064E-01
 0.1000000E+00 -0.1737800E-13  0.6027783E-01  0.6131735E-01
 0.1000000E+00 -0.1698242E-13  0.6065232E-01  0.6173369E-01
 0.1000000E+00 -0.1659588E-13  0.6103282E-01  0.6214964E-01
 0.1000000E+00 -0.1621810E-13  0.6141867E-01  0.6256493E-01
 0.1000000E+00 -0.1584892E-13  0.6180915E-01  0.6297920E-01
 0.1000000E+00 -0.1548815E-13  0.6220367E-01  0.6339226E-01
 0.1000000E+00 -0.1513562E-13  0.6260146E-01  0.6380363E-01
 0.1000000E+00 -0.1479109E-13  0.6300230E-01  0.6421360E-01
 0.1000000E+00 -0.1445439E-13  0.6340530E-01  0.6462149E-01
 0.1000000E+00 -0.1412536E-13  0.6381004E-01  0.6502729E-01
 0.1000000E+00 -0.1380385E-13  0.6421610E-01  0.6543095E-01
 0.1000000E+00 -0.1348963E-13  0.6462280E-01  0.6583196E-01
 0.1000000E+00 -0.1318256E-13  0.6503010E-01  0.6623077E-01
 0.1000000E+00 -0.1288249E-13  0.6543718E-01  0.6662671E-01
 0.1000000E+00 -0.1258927E-13  0.6584384E-01  0.6701994E-01
 0.1000000E+00 -0.1230269E-13  0.6624946E-01  0.6740987E-01
 0.1000000E+00 -0.1202264E-13  0.6665384E-01  0.6779671E-01
 0.1000000E+00 -0.1174897E-13  0.6705686E-01  0.6818067E-01
 0.1000000E+00 -0.1148155E-13  0.6745773E-01  0.6856086E-01
 0.1000000E+00 -0.1122019E-13  0.6785651E-01  0.6893776E-01
 0.1000000E+00 -0.1096478E-13  0.6825280E-01  0.6931110E-01
 0.1000000E+00 -0.1071519E-13  0.6864644E-01  0.6968090E-01
 0.1000000E+00 -0.1047130E-13  0.6903698E-01  0.7004678E-01
 0.1000000E+00 -0.1023294E-13  0.6942419E-01  0.7040863E-01
 0.1000000E+00 -0.1000000E-13  0.6980818E-01  0.7076684E-01
 0.1000000E+00 -0.9772367E-14  0.7018868E-01  0.7112123E-01
 0.1000000E+00 -0.9549916E-14  0.7056540E-01  0.7147157E-01
 0.1000000E+00 -0.9332549E-14  0.7093810E-01  0.7181767E-01
 0.1000000E+00 -0.9120109E-14  0.7130685E-01  0.7215981E-01
 0.1000000E+00 -0.8912505E-14  0.7167150E-01  0.7249786E-01
 0.1000000E+00 -0.8709627E-14  0.7203164E-01  0.7283140E-01
 0.1000000E+00 -0.8511386E-14  0.7238758E-01  0.7316098E-01
 0.1000000E+00 -0.8317639E-14  0.7273905E-01  0.7348631E-01
 0.1000000E+00 -0.8128303E-14  0.7308602E-01  0.7380746E-01
 0.1000000E+00 -0.7943275E-14  0.7342831E-01  0.7412419E-01
 0.1000000E+00 -0.7762478E-14  0.7376595E-01  0.7443667E-01
 0.1000000E+00 -0.7585778E-14  0.7409880E-01  0.7474470E-01
 0.1000000E+00 -0.7413100E-14  0.7442702E-01  0.7504866E-01
 0.1000000E+00 -0.7244353E-14  0.7475035E-01  0.7534809E-01
 0.1000000E+00 -0.7079464E-14  0.7506882E-01  0.7564318E-01
 0.1000000E+00 -0.6918312E-14  0.7538242E-01  0.7593386E-01
 0.1000000E+00 -0.6760829E-14  0.7569133E-01  0.7622044E-01
 0.1000000E+00 -0.6606930E-14  0.7599552E-01  0.7650292E-01
 0.1000000E+00 -0.6456548E-14  0.7629450E-01  0.7678059E-01
 0.1000000E+00 -0.6309576E-14  0.7658894E-01  0.7705438E-01
 0.1000000E+00 -0.6165950E-14  0.7687850E-01  0.7732386E-01
 0.1000000E+00 -0.6025592E-14  0.7716313E-01  0.7758889E-01
 0.1000000E+00 -0.5888443E-14  0.7744300E-01  0.7784981E-01
 0.1000000E+00 -0.5754403E-14  0.7771816E-01  0.7810658E-01
 0.1000000E+00 -0.5623413E-14  0.7798866E-01  0.7835931E-01
 0.1000000E+00 -0.5495406E-14  0.7825437E-01  0.7860776E-01
 0.1000000E+00 -0.5370312E-14  0.7851528E-01  0.7885192E-01
 0.1000000E+00 -0.5248078E-14  0.7877178E-01  0.7909235E-01
 0.1000000E+00 -0.5128614E-14  0.7902353E-01  0.7932849E-01
 0.1000000E+00 -0.5011870E-14  0.7927084E-01  0.7956080E-01
 0.1000000E+00 -0.4897783E-14  0.7951367E-01  0.7978912E-01
 0.1000000E+00 -0.4786304E-14  0.7975195E-01  0.8001340E-01
 0.1000000E+00 -0.4677352E-14  0.7998572E-01  0.8023364E-01
 0.1000000E+00 -0.4570880E-14  0.8021530E-01  0.8045027E-01
 0.1000000E+00 -0.4466832E-14  0.8044069E-01  0.8066324E-01
 0.1000000E+00 -0.4365162E-14  0.8066151E-01  0.8087204E-01
 0.1000000E+00 -0.4265796E-14  0.8087842E-01  0.8107744E-01
 0.1000000E+00 -0.4168693E-14  0.8109109E-01  0.8127908E-01
 0.1000000E+00 -0.4073799E-14  0.8129959E-01  0.8147687E-01
 0.1000000E+00 -0.3981075E-14  0.8150413E-01  0.8167122E-01
 0.1000000E+00 -0.3890453E-14  0.8170473E-01  0.8186208E-01
 0.1000000E+00 -0.3801893E-14  0.8190124E-01  0.8204915E-01
 0.1000000E+00 -0.3715350E-14  0.8209413E-01  0.8223309E-01
 0.1000000E+00 -0.3630784E-14  0.8228295E-01  0.8241328E-01
 0.1000000E+00 -0.3548135E-14  0.8246823E-01  0.8259035E-01
 0.1000000E+00 -0.3467368E-14  0.8264983E-01  0.8276410E-01
 0.1000000E+00 -0.3388439E-14  0.8282763E-01  0.8293436E-01
 0.1000000E+00 -0.3311315E-14  0.8300209E-01  0.8310172E-01
 0.1000000E+00 -0.3235938E-14  0.8317279E-01  0.8326547E-01
 0.1000000E+00 -0.3162278E-14  0.8334028E-01  0.8342648E-01
 0.1000000E+00 -0.3090294E-14  0.8350406E-01  0.8358395E-01
 0.1000000E+00 -0.3019949E-14  0.8366477E-01  0.8373877E-01
 0.1000000E+00 -0.2951211E-14  0.8382200E-01  0.8389027E-01
 0.1000000E+00 -0.2884032E-14  0.8397624E-01  0.8403911E-01
 0.1000000E+00 -0.2818382E-14  0.8412717E-01  0.8418495E-01
 0.1000000E+00 -0.2754226E-14  0.8427501E-01  0.8432791E-01
 0.1000000E+00 -0.2691537E-14  0.8441984E-01  0.8446818E-01
 0.1000000E+00 -0.2630269E-14  0.8456154E-01  0.8460545E-01
 0.1000000E+00 -0.2570395E-14  0.8470029E-01  0.8473992E-01
 0.1000000E+00 -0.2511884E-14  0.8483620E-01  0.8487179E-01
 0.1000000E+00 -0.2454711E-14  0.8496945E-01  0.8500133E-01
 0.1000000E+00 -0.2398834E-14  0.8509964E-01  0.8512789E-01
 0.1000000E+00 -0.2344228E-14  0.8522716E-01  0.8525199E-01
 0.1000000E+00 -0.2290866E-14  0.8535209E-01  0.8537377E-01
 0.1000000E+00 -0.2238723E-14  0.8547444E-01  0.8549315E-01
 0.1000000E+00 -0.2187762E-14  0.8559402E-01  0.8560981E-01
 0.1000000E+00 -0.2137962E-14  0.8571121E-01  0.8572428E-01
 0.1000000E+00 -0.2089295E-14  0.8582588E-01  0.8583639E-01
 0.1000000E+00 -0.2041740E-14  0.8593792E-01  0.8594595E-01
 0.1000000E+00 -0.1995263E-14  0.8604780E-01  0.8605359E-01
 0.1000000E+00 -0.1949844E-14  0.8615522E-01  0.8615886E-01
 0.1000000E+00 -0.1905459E-14  0.8626053E-01  0.8626226E-01
 0.1000000E+00 -0.1862089E-14  0.8636340E-01  0.8636327E-01
 0.1000000E+00 -0.1819702E-14  0.8646417E-01  0.8646231E-01
 0.1000000E+00 -0.1778279E-14  0.8656257E-01  0.8655902E-01
 0.1000000E+00 -0.1737800E-14  0.8665898E-01  0.8665393E-01
 0.1000000E+00 -0.1698242E-14  0.8675335E-01  0.8674679E-01
 0.1000000E+00 -0.1659588E-14  0.8684584E-01  0.8683801E-01
 0.1000000E+00 -0.1621810E-14  0.8693606E-01  0.8692690E-01
 0.1000000E+00 -0.1584892E-14  0.8702434E-01  0.8701387E-01
 0.1000000E+00 -0.1548815E-14  0.8711078E-01  0.8709919E-01
 0.1000000E+00 -0.1513562E-14  0.8719542E-01  0.8718280E-01
 0.1000000E+00 -0.1479109E-14  0.8727815E-01  0.8726461E-01
 0.1000000E+00 -0.1445439E-14  0.8735920E-01  0.8734481E-01
 0.1000000E+00 -0.1412536E-14  0.8743817E-01  0.8742288E-01
 0.1000000E+00 -0.1380385E-14  0.8751576E-01  0.8749979E-01
 0.1000000E+00 -0.1348963E-14  0.8759153E-01  0.8757491E-01
 0.1000000E+00 -0.1318256E-14  0.8766558E-01  0.8764832E-01
 0.1000000E+00 -0.1288248E-14  0.8773802E-01  0.8772028E-01
 0.1000000E+00 -0.1258927E-14  0.8780888E-01  0.8779065E-01
 0.1000000E+00 -0.1230269E-14  0.8787814E-01  0.8785949E-01
 0.1000000E+00 -0.1202264E-14  0.8794596E-01  0.8792698E-01
 0.1000000E+00 -0.1174897E-14  0.8801240E-01  0.8799317E-01
 0.1000000E+00 -0.1148155E-14  0.8807708E-01  0.8805750E-01
 0.1000000E+00 -0.1122019E-14  0.8814038E-01  0.8812051E-01
 0.1000000E+00 -0.1096478E-14  0.8820248E-01  0.8818245E-01
 0.1000000E+00 -0.1071519E-14  0.8826308E-01  0.8824288E-01
 0.1000000E+00 -0.1047130E-14  0.8832228E-01  0.8830190E-01
 0.1000000E+00 -0.1023294E-14  0.8838034E-01  0.8835993E-01
 0.1000000E+00 -0.1000000E-14  0.8843712E-01  0.8841668E-01

 0.2000000E+00 -0.1000000E-10  0.1663104E+00  0.1664317E+00
 0.2000000E+00 -0.9120109E-11  0.1662515E+00  0.1663806E+00
 0.2000000E+00 -0.8317639E-11  0.1661702E+00  0.1663190E+00
 0.2000000E+00 -0.7585777E-11  0.1660821E+00  0.1662522E+00
 0.2000000E+00 -0.6918312E-11  0.1659557E+00  0.1661771E+00
 0.2000000E+00 -0.6309576E-11  0.1658078E+00  0.1660961E+00
 0.2000000E+00 -0.5754403E-11  0.1656360E+00  0.1659998E+00
 0.2000000E+00 -0.5248078E-11  0.1654469E+00  0.1658759E+00
 0.2000000E+00 -0.4786304E-11  0.1651583E+00  0.1657217E+00
 0.2000000E+00 -0.4365162E-11  0.1649105E+00  0.1655533E+00
 0.2000000E+00 -0.3981075E-11  0.1645265E+00  0.1653179E+00
 0.2000000E+00 -0.3630784E-11  0.1642264E+00  0.1650424E+00
 0.2000000E+00 -0.3311315E-11  0.1638378E+00  0.1647227E+00
 0.2000000E+00 -0.3162278E-11  0.1636370E+00  0.1645380E+00
 0.2000000E+00 -0.3019948E-11  0.1633909E+00  0.1643408E+00
 0.2000000E+00 -0.2884032E-11  0.1631456E+00  0.1641238E+00
 0.2000000E+00 -0.2754226E-11  0.1629199E+00  0.1638974E+00
 0.2000000E+00 -0.2630268E-11  0.1626417E+00  0.1636774E+00
 0.2000000E+00 -0.2511884E-11  0.1622756E+00  0.1634426E+00
 0.2000000E+00 -0.2398834E-11  0.1619765E+00  0.1631707E+00
 0.2000000E+00 -0.2290866E-11  0.1615642E+00  0.1628612E+00
 0.2000000E+00 -0.2187762E-11  0.1612848E+00  0.1625496E+00
 0.2000000E+00 -0.2089295E-11  0.1609889E+00  0.1622243E+00
 0.2000000E+00 -0.1995263E-11  0.1607745E+00  0.1618852E+00
 0.2000000E+00 -0.1905460E-11  0.1603932E+00  0.1615578E+00
 0.2000000E+00 -0.1819702E-11  0.1601045E+00  0.1611241E+00
 0.2000000E+00 -0.1737800E-11  0.1595974E+00  0.1607076E+00
 0.2000000E+00 -0.1659588E-11  0.1592430E+00  0.1603319E+00
 0.2000000E+00 -0.1584892E-11  0.1586883E+00  0.1598598E+00
