   200.000000      0.292266399      0.416499019      0.805315375      0.463150769      0.491209090      0.761858642      0.554334402    
   195.447342      0.292269886      0.418418556      0.797066271      0.443214446      0.512211144      0.733862817      0.551953733    
   190.998322      0.292273581      0.420307487      0.787799060      0.424400628      0.533952594      0.702444613      0.550085306    
   186.650970      0.292277664      0.422165692      0.777522326      0.407000810      0.556027412      0.668031633      0.548703313    
   182.402176      0.292281836      0.423996240      0.766240299      0.391298175      0.577962995      0.631224334      0.547761202    
   178.250107      0.292286217      0.425777882      0.753959954      0.377570212      0.599206090      0.592818379      0.547191918    
   174.192551      0.292290688      0.427517414      0.740717351      0.366079986      0.619151354      0.553797901      0.546913266    
   170.227707      0.292295605      0.429203033      0.726536393      0.357059300      0.637142897      0.515318155      0.546831846    
   166.352783      0.292300642      0.430830300      0.711468756      0.350705922      0.652508497      0.478666812      0.546854556    
   162.566055      0.292305827      0.432392836      0.695564210      0.347171128      0.664570272      0.445231766      0.546895206    
   158.865509      0.292311430      0.433885455      0.678901434      0.346551150      0.672687411      0.416419774      0.546890736    
   155.249557      0.292317241      0.435291022      0.661554873      0.348872513      0.676288307      0.393572599      0.546811342    
   151.715546      0.292323202      0.436615050      0.643627107      0.354088962      0.674913764      0.377855897      0.546674073    
   148.261993      0.292329580      0.437843949      0.625222445      0.362068444      0.668252647      0.370154977      0.546552837    
   144.887070      0.292336136      0.438964814      0.606464148      0.372589678      0.656189561      0.370949745      0.546585262    
   141.589279      0.292343169      0.439983934      0.587490201      0.385338694      0.638839006      0.380205244      0.546964228    
   138.366241      0.292350441      0.440873474      0.568435073      0.399910361      0.616565526      0.397289872      0.547927916    
   135.216583      0.292358220      0.441633821      0.549462855      0.415812016      0.590014637      0.420925885      0.549730539    
   132.138596      0.292366296      0.442257434      0.530737579      0.432472646      0.560102522      0.449199259      0.552599013    
   129.130981      0.292374581      0.442730993      0.512422085      0.449254692      0.527998626      0.479636848      0.556673288    
   126.191513      0.292383462      0.443056256      0.494698584      0.465486854      0.495075405      0.509377062      0.561944366    
   123.318993      0.292392671      0.443206310      0.477731049      0.480472803      0.462851197      0.535386384      0.568154097    
   120.511833      0.292402297      0.443186849      0.461697608      0.493534327      0.432892948      0.554777801      0.574745655    
   117.768852      0.292412639      0.442982584      0.446758270      0.504038155      0.406705886      0.565152586      0.581014037    
   115.088051      0.292423308      0.442594856      0.433064997      0.511443198      0.385601968      0.564950526      0.585650802    
   112.468262      0.292434424      0.441995174      0.420748085      0.515327036      0.370586365      0.553741395      0.587409377    
   109.908119      0.292446226      0.441193610      0.409924358      0.515430152      0.362233132      0.532417417      0.585302651    
   107.406250      0.292458415      0.440175176      0.400679469      0.511681437      0.360595495      0.503255427      0.578655005    
   104.961555      0.292471498      0.438939869      0.393072933      0.504224360      0.365158975      0.469555229      0.565410316    
   102.572289      0.292485058      0.437475801      0.387119293      0.493419528      0.374845922      0.435468793      0.544824898    
   100.237396      0.292499214      0.435779095      0.382805228      0.479848713      0.388090312      0.405441880      0.519248068    
   97.9556732      0.292513967      0.433848917      0.380069047      0.464283347      0.402974874      0.383114904      0.487867892    
   95.7260818      0.292529643      0.431679547      0.378808141      0.447648346      0.417431056      0.370794624      0.456610143    
   93.5470428      0.292545885      0.429275960      0.378878206      0.430954397      0.429485619      0.369291514      0.428683519    
   91.4176102      0.292562962      0.426635355      0.380092025      0.415228426      0.437506914      0.377488405      0.405736476    
   89.3366394      0.292580992      0.423762590      0.382226676      0.401424557      0.440438807      0.392123282      0.390749156    
