 0.1000000E+00  0.1000000E-14  0.9147817E-01  0.9453587E-01  0.9472723E-01  0.9137861E-01  0.9425420E-01  0.9362371E-01  0.9332937E-01
 0.1000000E+00  0.1023294E-14  0.9149103E-01  0.9462127E-01  0.9481969E-01  0.9139016E-01  0.9433202E-01  0.9368954E-01  0.9338699E-01
 0.1000000E+00  0.1047130E-14  0.9150482E-01  0.9470919E-01  0.9491444E-01  0.9140188E-01  0.9441170E-01  0.9375697E-01  0.9344613E-01
 0.1000000E+00  0.1071519E-14  0.9151798E-01  0.9479795E-01  0.9501134E-01  0.9141393E-01  0.9449301E-01  0.9382597E-01  0.9350630E-01
 0.1000000E+00  0.1096478E-14  0.9153225E-01  0.9488975E-01  0.9511089E-01  0.9142627E-01  0.9457635E-01  0.9389687E-01  0.9356828E-01
 0.1000000E+00  0.1122019E-14  0.9154698E-01  0.9498378E-01  0.9521288E-01  0.9143893E-01  0.9466190E-01  0.9396911E-01  0.9363176E-01
 0.1000000E+00  0.1148155E-14  0.9156167E-01  0.9507971E-01  0.9531748E-01  0.9145197E-01  0.9474939E-01  0.9404324E-01  0.9369671E-01
 0.1000000E+00  0.1174897E-14  0.9157735E-01  0.9517826E-01  0.9542464E-01  0.9146524E-01  0.9483893E-01  0.9411911E-01  0.9376334E-01
 0.1000000E+00  0.1202264E-14  0.9159306E-01  0.9527925E-01  0.9553470E-01  0.9147903E-01  0.9493052E-01  0.9419699E-01  0.9383164E-01
 0.1000000E+00  0.1230269E-14  0.9160852E-01  0.9538180E-01  0.9564735E-01  0.9149303E-01  0.9502415E-01  0.9427673E-01  0.9390130E-01
 0.1000000E+00  0.1258927E-14  0.9162527E-01  0.9548780E-01  0.9576303E-01  0.9150750E-01  0.9512004E-01  0.9435854E-01  0.9397303E-01
 0.1000000E+00  0.1288248E-14  0.9164222E-01  0.9559563E-01  0.9588156E-01  0.9152232E-01  0.9521801E-01  0.9444243E-01  0.9404632E-01
 0.1000000E+00  0.1318256E-14  0.9165975E-01  0.9570689E-01  0.9600312E-01  0.9153747E-01  0.9531843E-01  0.9452844E-01  0.9412160E-01
 0.1000000E+00  0.1348963E-14  0.9167714E-01  0.9581992E-01  0.9612780E-01  0.9155308E-01  0.9542094E-01  0.9461662E-01  0.9419848E-01
 0.1000000E+00  0.1380385E-14  0.9169468E-01  0.9593640E-01  0.9625574E-01  0.9156918E-01  0.9552588E-01  0.9470701E-01  0.9427738E-01
 0.1000000E+00  0.1412536E-14  0.9171233E-01  0.9605481E-01  0.9638686E-01  0.9158580E-01  0.9563296E-01  0.9479968E-01  0.9435798E-01
 0.1000000E+00  0.1445439E-14  0.9173147E-01  0.9617666E-01  0.9652133E-01  0.9160285E-01  0.9574268E-01  0.9489483E-01  0.9444086E-01
 0.1000000E+00  0.1479109E-14  0.9175099E-01  0.9630144E-01  0.9665941E-01  0.9162044E-01  0.9585477E-01  0.9499235E-01  0.9452578E-01
 0.1000000E+00  0.1513562E-14  0.9177024E-01  0.9642898E-01  0.9680097E-01  0.9163839E-01  0.9596951E-01  0.9509238E-01  0.9461264E-01
 0.1000000E+00  0.1548815E-14  0.9179051E-01  0.9655929E-01  0.9694607E-01  0.9165684E-01  0.9608669E-01  0.9519490E-01  0.9470162E-01
 0.1000000E+00  0.1584892E-14  0.9181160E-01  0.9669314E-01  0.9709508E-01  0.9167592E-01  0.9620684E-01  0.9530012E-01  0.9479301E-01
 0.1000000E+00  0.1621810E-14  0.9183206E-01  0.9683027E-01  0.9724783E-01  0.9169534E-01  0.9632958E-01  0.9540801E-01  0.9488644E-01
 0.1000000E+00  0.1659588E-14  0.9185442E-01  0.9697077E-01  0.9740477E-01  0.9171550E-01  0.9645521E-01  0.9551879E-01  0.9498251E-01
 0.1000000E+00  0.1698242E-14  0.9187578E-01  0.9711441E-01  0.9756564E-01  0.9173607E-01  0.9658372E-01  0.9563278E-01  0.9508070E-01
 0.1000000E+00  0.1737800E-14  0.9189874E-01  0.9726159E-01  0.9773064E-01  0.9175719E-01  0.9671510E-01  0.9574968E-01  0.9518147E-01
 0.1000000E+00  0.1778279E-14  0.9192222E-01  0.9741249E-01  0.9790017E-01  0.9177905E-01  0.9684955E-01  0.9586965E-01  0.9528486E-01
 0.1000000E+00  0.1819702E-14  0.9194514E-01  0.9756672E-01  0.9807402E-01  0.9180141E-01  0.9698700E-01  0.9599258E-01  0.9539055E-01
 0.1000000E+00  0.1862089E-14  0.9196997E-01  0.9772485E-01  0.9825263E-01  0.9182432E-01  0.9712767E-01  0.9611883E-01  0.9549914E-01
 0.1000000E+00  0.1905459E-14  0.9199456E-01  0.9788704E-01  0.9843601E-01  0.9184783E-01  0.9727159E-01  0.9624825E-01  0.9561037E-01
 0.1000000E+00  0.1949844E-14  0.9201976E-01  0.9805277E-01  0.9862421E-01  0.9187196E-01  0.9741890E-01  0.9638075E-01  0.9572431E-01
 0.1000000E+00  0.1995263E-14  0.9204588E-01  0.9822232E-01  0.9881728E-01  0.9189683E-01  0.9756958E-01  0.9651674E-01  0.9584110E-01
